Rel_Abundance	AI_AcidSludgeSampleA_PacBio	AI_AcidSludgeSampleB_PacBio	AI_DMB5_1SRT_Day06_PacBio	AI_DMB5_3SRT_Day18_Illumina	AI_DMB5_5SRT_Day30_Illumina	AI_DMB5_7SRT_Day42_Illumina	KW_CSTR_Day000_Illumina	KW_CSTR_Day012_Illumina	KW_CSTR_Day024_PacBio	KW_CSTR_Day036_Illumina	KW_CSTR_Day044_PacBio	KW_CSTR_Day049_Illumina	KW_CSTR_Day054_Illumina	KW_CSTR_Day060_PacBio	KW_CSTR_Day066_Illumina	KW_CSTR_Day072_Illumina	KW_CSTR_Day078_Illumina	KW_CSTR_Day084_Illumina	KW_CSTR_Day097_Illumina	KW_CSTR_Day108_Illumina	KW_CSTR_Day120_Illumina	KW_CSTR_Day126_Illumina	KW_CSTR_Day146_Illumina	KW_CSTR_Day168_Illumina	KW_CSTR_Day192_Illumina	KW_CSTR_Day216_PacBio	KW_USB_Day000_Illumina	KW_USB_Day015_Illumina	KW_USB_Day021_Illumina	KW_USB_Day028_Illumina	KW_USB_Day042_PacBio	KW_USB_Day056_Illumina	KW_USB_Day063_Illumina	KW_USB_Day077_Illumina	KW_USB_Day098_PacBio	KW_USB_Day105_Illumina	KW_USB_Day126_Illumina	KW_USB_Day148_Illumina	KW_USB_Day176_Illumina	KW_USB_Day197_PacBio	MS_ConversionResidue_Day012_Illumina	MS_ConversionResidue_Day048_Illumina	MS_ConversionResidue_Day084_Illumina	MS_ConversionResidue_Day096_Illumina	MS_ConversionResidue_Day120_Illumina	MS_ConversionResidue_Day378_PacBio	MS_Xylose_16X_Illumina	MS_Xylose_17X_Illumina	MS_Xylose_18X_Illumina	NF_R1_Day000_TS00_Illumina	NF_R1_Day003_TS0_Illumina	NF_R1_Day014_TS2_Illumina	NF_R1_Day039_TS6_Illumina	NF_R1_Day063_TS10_PacBio	NF_R1_Day075_TS12_Illumina	NF_R2_Day003_TS16_Illumina	NF_R2_Day028_TS20_Illumina	NF_R2_Day052_TS24_PacBio	NF_R2_Day064_TS26_Illumina	NF_R2_Day090_TS30_Illumina	NF_R2_Day100_TS32_PacBio	NF_R2_Day138_TS38_Illumina	NF_R2_Day166_TS43_PacBio	NF_R2_Day202_TS49_Illumina	NF_R3_Day024_TSR4_Illumina	NF_R3_Day048_TSR8_Illumina	NF_R3_Day066_TSR11_Illumina	NF_R3_Day070_TSR13_Illumina	NF_R3_Day114_TSR19_Illumina	NF_R3_Day162_TSR27_Illumina	NF_R4_Day013_TST2_Illumina	NF_R4_Day024_TST4_Illumina	NF_R4_Day062_TST10_Illumina	NF_R4_Day072_TST12_Illumina	NF_R4_Day120_TST20_Illumina	NF_R4_Day162_TST27_Illumina	NF_R5_Day036_TSTR6_Illumina	NF_R5_Day066_TSTR11_Illumina
UW_MP_BACIL1_1	0	0	0	0	0	0	0	0.56045306	2.851958833	0.13498652	0.020594019	0.027811125	0.008114901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003675327	0.16549118	0.26330513	0.40998006	0.5714682	0.088768685	0.15041739	0.048090573	0.016500546	0.11878807	0.0045103	0	0	0	0	0	0	0	0	0	0.06371592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_PREV1_1	0	0	0	0.004094237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051991634	0.07386505	0	0.081735246	0.158852	0.10885896	5.07092275	6.189702	3.6921444	2.2587836	2.0781198	0.4473883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_SPH2_1	0	0	0	0	0	0	0	2.5035245	8.073931567	16.129644	6.492993067	7.2650504	3.9581883	0.68890532	0.40058485	0.11798259	0.060757797	0.051146552	0.048643723	0.04346795	0.017187154	0.007842457	0.035800595	0.03153598	0.04847318	0.06327778	0	0	0	0	0	0.017964195	0.0150169	0.034665357	0.026073093	0.035626683	0.018737143	0.028096892	0.07893679	0.013923819	0.40030453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_TS_ACET2_1	0	0	0	0.018246571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01764973	0.013457443	0	0.01104846	0	0	0.002481799	0	0.015628539	0.020127153	0.013362343	0	0.040473066	0.044373833	0.15171461	0.003293079	0.004375254	0	0	0.006516465	0	0.006616846	0.44932726	0.063027024	0.16655797	0.065717325	0.006961774	0	0	0	0	0.15424797	0	0.3424621	13.245983	1.0503899	0	0.5167063	0.16087356	0.123882554	0.60548	0.65657088	0.5143646	0.51711218	1.5269754	1.8514892	0.5417186	0.13201414	0.79188055	0.65135884	0.066184215	5.7275157	1.0696533	0.55875456	4.806617	0.8929762	0.21490029	0	0
UW_MP_ATO2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009975984	0.109142184	6.981657	8.6540895	2.1985445	1.3249128	2.4001427	0.20098908	0.40031236	0.03295233	0.031747688	0.30273476	0.04565695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_DM_BACTE1_1	1.7741006	1.7346607	0	0.014963084	0	0	2.0739155	0.023007382	0.004677994	0.005526876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3305342	0.035638623	0.005210038	0	0	0.008511799	0.004371269	0	0	0	0	0	0.00840973	0.003654159	0.07165885	0	0	0	0	0	0	0	0	1.0679349	0.7589152	0.04048617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_DM_DIAL1_1	0	0	1.99276235	2.0087956	1.6070339	2.0559969	0	0.053432647	0.001579319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002917978	0.11821737	0.114240445	0	0.019878307	0.03838504	0.02792637	0.011636611	0.02134069	0.007176543	0.008004652	0.02380681	0	1.0504242	0	0	0	0	0	0	0	0	0	0.006097666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BACIL7_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005361176	0.057452254	1.251351	1.4903731	1.2050105	0.45468542	0.019954147	0.029766992	0	0	0.021331046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BACTE7_1	0	0	0	0	0	0	0.048182134	0.12395184	1.186093567	0.030526375	0	0.00370082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01767771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03572687	0.010546525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_PREV6_1	0	0	0	0.008505188	0	0	0	0	0.002672418	0	0	0.17232259	0.5625205	0.16779397	0.8560133	0.6088959	0.71666247	0.5965953	0.091544114	0.065545246	0.3257563	0.26999563	0.44775274	0.2000361	0.74078923	1.3097526	0	0.36358386	1.8376989	2.701369	2.1491511	3.253325	6.4748793	4.388744	2.1921536	1.0733806	0.13913128	0.09882821	0.28236997	0.048624538	0.05236479	0	0	0	0	0	0	0	0	0	0	0	0.18397696	15.921227	12.577618	1.570229	3.0053859	1.71521395	10.232025	0.46640536	0.622385625	4.649487	0.287153035	4.4038196	0.18866801	0	0	8.771358	1.2786306	7.405007	5.1252704	0.10829865	0.16030268	0	0	0	0	0
UW_MP_PREV7_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024985619	0	0	0	0	0.023075094	0	0.033950567	0.031609968	0	0.013732581	0.14765397	0.20397933	0.032826595	0.2437037	0.46309468	0.45046496	0.55898105	0.91034883	1.553427	1.7144485	1.8190603	1.0117733	0.11771715	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2879919	0.048071776	0.108129285	0	0.3900922	0.014740382	0	0.161061	0	0.17558108	0	0	0	0	0	0	0.09322497	0	0	0	0	0	0	0
UW_MP_SELEN1_1	0	0	0	0	0	0	0.0128533	0.012242255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003981776	0.025846692	0.48318803	0.81544304	1.8272619	0.3407754	0.03876192	0.012544187	0.002830472	0.014800183	0	0	0.00875468	0	0	0	0	0	0	0	0	0	0	0.00329224	0.048614174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_TS_BUL1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2632844	0	0	0	0	0	0	0	0	0	0	0	0.08523251	4.4545803	1.0341004	6.5520597	0.5578701	0.21454887	0.69925284	2.6508617	5.75787735	0.9442425	0.55921489	0.40601724	0.12346329	0.008455181	0	0	0	0	1.1203692	0.030318886	0.035550617	0	0	0	0	0
UW_TS_PREV1_1	0	0	0	0.008224939	0	0	0	0	0.003093135	0	0	0.19703479	0.64730215	0.183773125	0.9228047	0.6530887	0.77388847	0.6381614	0.09899038	0.06958063	0.3404539	0.28456125	0.4765833	0.21260573	0.7768204	1.35208975	0	0.34103978	2.0557075	2.9923503	2.130532	3.446338	6.728681	4.48321	1.45748275	1.040887	0.15201049	0.11163132	0.29813793	0.05377361	0.07308178	0	0	0	0	0	0	0	0	0	0	0	0.20036706	15.906208	19.987385	3.3767676	5.9754896	6.187589	14.86019	0.5941414	0.76541465	8.807319	2.85848965	7.4077816	0.20254174	0	0	9.0839815	1.3426093	7.714386	6.076764	0.115129575	0.16844918	0	0	0	0	0
