Rel_Abundance	AI_AcidSludgeSampleA_PacBio	AI_AcidSludgeSampleB_PacBio	AI_DMB5_1SRT_Day06_PacBio	AI_DMB5_3SRT_Day18_Illumina	AI_DMB5_5SRT_Day30_Illumina	AI_DMB5_7SRT_Day42_Illumina	KW_CSTR_Day000_Illumina	KW_CSTR_Day012_Illumina	KW_CSTR_Day024_PacBio	KW_CSTR_Day036_Illumina	KW_CSTR_Day044_PacBio	KW_CSTR_Day049_Illumina	KW_CSTR_Day054_Illumina	KW_CSTR_Day060_PacBio	KW_CSTR_Day066_Illumina	KW_CSTR_Day072_Illumina	KW_CSTR_Day078_Illumina	KW_CSTR_Day084_Illumina	KW_CSTR_Day097_Illumina	KW_CSTR_Day108_Illumina	KW_CSTR_Day120_Illumina	KW_CSTR_Day126_Illumina	KW_CSTR_Day146_Illumina	KW_CSTR_Day168_Illumina	KW_CSTR_Day192_Illumina	KW_CSTR_Day216_PacBio	KW_USB_Day000_Illumina	KW_USB_Day015_Illumina	KW_USB_Day021_Illumina	KW_USB_Day028_Illumina	KW_USB_Day042_PacBio	KW_USB_Day056_Illumina	KW_USB_Day063_Illumina	KW_USB_Day077_Illumina	KW_USB_Day098_PacBio	KW_USB_Day105_Illumina	KW_USB_Day126_Illumina	KW_USB_Day148_Illumina	KW_USB_Day176_Illumina	KW_USB_Day197_PacBio	MS_ConversionResidue_Day012_Illumina	MS_ConversionResidue_Day048_Illumina	MS_ConversionResidue_Day084_Illumina	MS_ConversionResidue_Day096_Illumina	MS_ConversionResidue_Day120_Illumina	MS_ConversionResidue_Day378_PacBio	MS_Xylose_16X_Illumina	MS_Xylose_17X_Illumina	MS_Xylose_18X_Illumina	NF_R1_Day000_TS00_Illumina	NF_R1_Day003_TS0_Illumina	NF_R1_Day014_TS2_Illumina	NF_R1_Day039_TS6_Illumina	NF_R1_Day063_TS10_PacBio	NF_R1_Day075_TS12_Illumina	NF_R2_Day003_TS16_Illumina	NF_R2_Day028_TS20_Illumina	NF_R2_Day052_TS24_PacBio	NF_R2_Day064_TS26_Illumina	NF_R2_Day090_TS30_Illumina	NF_R2_Day100_TS32_PacBio	NF_R2_Day138_TS38_Illumina	NF_R2_Day166_TS43_PacBio	NF_R2_Day202_TS49_Illumina	NF_R3_Day024_TSR4_Illumina	NF_R3_Day048_TSR8_Illumina	NF_R3_Day066_TSR11_Illumina	NF_R3_Day070_TSR13_Illumina	NF_R3_Day114_TSR19_Illumina	NF_R3_Day162_TSR27_Illumina	NF_R4_Day013_TST2_Illumina	NF_R4_Day024_TST4_Illumina	NF_R4_Day062_TST10_Illumina	NF_R4_Day072_TST12_Illumina	NF_R4_Day120_TST20_Illumina	NF_R4_Day162_TST27_Illumina	NF_R5_Day036_TSTR6_Illumina	NF_R5_Day066_TSTR11_Illumina
UW_MP_BACIL1_1	0	0	0	0	0	0	0	0.56045306	2.851958833	0.13498652	0.020594019	0.027811125	0.008114901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003675327	0.16549118	0.26330513	0.40998006	0.5714682	0.088768685	0.15041739	0.048090573	0.016500546	0.11878807	0.0045103	0	0	0	0	0	0	0	0	0	0.06371592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_PREV1_1	0	0	0	0.004094237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051991634	0.07386505	0	0.081735246	0.158852	0.10885896	5.07092275	6.189702	3.6921444	2.2587836	2.0781198	0.4473883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_SPH2_1	0	0	0	0	0	0	0	2.5035245	8.073931567	16.129644	6.492993067	7.2650504	3.9581883	0.68890532	0.40058485	0.11798259	0.060757797	0.051146552	0.048643723	0.04346795	0.017187154	0.007842457	0.035800595	0.03153598	0.04847318	0.06327778	0	0	0	0	0	0.017964195	0.0150169	0.034665357	0.026073093	0.035626683	0.018737143	0.028096892	0.07893679	0.013923819	0.40030453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_TS_ACET2_1	0	0	0	0.018246571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01764973	0.013457443	0	0.01104846	0	0	0.002481799	0	0.015628539	0.020127153	0.013362343	0	0.040473066	0.044373833	0.15171461	0.003293079	0.004375254	0	0	0.006516465	0	0.006616846	0.44932726	0.063027024	0.16655797	0.065717325	0.006961774	0	0	0	0	0.15424797	0	0.3424621	13.245983	1.0503899	0	0.5167063	0.16087356	0.123882554	0.60548	0.65657088	0.5143646	0.51711218	1.5269754	1.8514892	0.5417186	0.13201414	0.79188055	0.65135884	0.066184215	5.7275157	1.0696533	0.55875456	4.806617	0.8929762	0.21490029	0	0
UW_MP_ATO2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009975984	0.109142184	6.981657	8.6540895	2.1985445	1.3249128	2.4001427	0.20098908	0.40031236	0.03295233	0.031747688	0.30273476	0.04565695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_DM_BACTE1_1	1.7741006	1.7346607	0	0.014963084	0	0	2.0739155	0.023007382	0.004677994	0.005526876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3305342	0.035638623	0.005210038	0	0	0.008511799	0.004371269	0	0	0	0	0	0.00840973	0.003654159	0.07165885	0	0	0	0	0	0	0	0	1.0679349	0.7589152	0.04048617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_DM_DIAL1_1	0	0	1.99276235	2.0087956	1.6070339	2.0559969	0	0.053432647	0.001579319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002917978	0.11821737	0.114240445	0	0.019878307	0.03838504	0.02792637	0.011636611	0.02134069	0.007176543	0.008004652	0.02380681	0	1.0504242	0	0	0	0	0	0	0	0	0	0.006097666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BACIL7_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005361176	0.057452254	1.251351	1.4903731	1.2050105	0.45468542	0.019954147	0.029766992	0	0	0.021331046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BACTE7_1	0	0	0	0	0	0	0.048182134	0.12395184	1.186093567	0.030526375	0	0.00370082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01767771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03572687	0.010546525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_PREV6_1	0	0	0	0.008505188	0	0	0	0	0.002672418	0	0	0.17232259	0.5625205	0.16779397	0.8560133	0.6088959	0.71666247	0.5965953	0.091544114	0.065545246	0.3257563	0.26999563	0.44775274	0.2000361	0.74078923	1.3097526	0	0.36358386	1.8376989	2.701369	2.1491511	3.253325	6.4748793	4.388744	2.1921536	1.0733806	0.13913128	0.09882821	0.28236997	0.048624538	0.05236479	0	0	0	0	0	0	0	0	0	0	0	0.18397696	15.921227	12.577618	1.570229	3.0053859	1.71521395	10.232025	0.46640536	0.622385625	4.649487	0.287153035	4.4038196	0.18866801	0	0	8.771358	1.2786306	7.405007	5.1252704	0.10829865	0.16030268	0	0	0	0	0
UW_MP_PREV7_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024985619	0	0	0	0	0.023075094	0	0.033950567	0.031609968	0	0.013732581	0.14765397	0.20397933	0.032826595	0.2437037	0.46309468	0.45046496	0.55898105	0.91034883	1.553427	1.7144485	1.8190603	1.0117733	0.11771715	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2879919	0.048071776	0.108129285	0	0.3900922	0.014740382	0	0.161061	0	0.17558108	0	0	0	0	0	0	0.09322497	0	0	0	0	0	0	0
UW_MP_SELEN1_1	0	0	0	0	0	0	0.0128533	0.012242255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003981776	0.025846692	0.48318803	0.81544304	1.8272619	0.3407754	0.03876192	0.012544187	0.002830472	0.014800183	0	0	0.00875468	0	0	0	0	0	0	0	0	0	0	0.00329224	0.048614174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_TS_BUL1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2632844	0	0	0	0	0	0	0	0	0	0	0	0.08523251	4.4545803	1.0341004	6.5520597	0.5578701	0.21454887	0.69925284	2.6508617	5.75787735	0.9442425	0.55921489	0.40601724	0.12346329	0.008455181	0	0	0	0	1.1203692	0.030318886	0.035550617	0	0	0	0	0
UW_TS_PREV1_1	0	0	0	0.008224939	0	0	0	0	0.003093135	0	0	0.19703479	0.64730215	0.183773125	0.9228047	0.6530887	0.77388847	0.6381614	0.09899038	0.06958063	0.3404539	0.28456125	0.4765833	0.21260573	0.7768204	1.35208975	0	0.34103978	2.0557075	2.9923503	2.130532	3.446338	6.728681	4.48321	1.45748275	1.040887	0.15201049	0.11163132	0.29813793	0.05377361	0.07308178	0	0	0	0	0	0	0	0	0	0	0	0.20036706	15.906208	19.987385	3.3767676	5.9754896	6.187589	14.86019	0.5941414	0.76541465	8.807319	2.85848965	7.4077816	0.20254174	0	0	9.0839815	1.3426093	7.714386	6.076764	0.115129575	0.16844918	0	0	0	0	0
MS_ACET1	0	0	0	0.011681781	0.003473122	0.002616959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008916512	0.037171323	0.03680273	0	0.008671084	0.013471367	0.009300453	0.001696293	0	0	0	0	0	0	0.021870106	0.006210751	0.009373876	0.006231045	0.15726195	0.61556846	0.7730836	1.3693138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS_COR4	0	0	0	8.680756	11.556267	3.58646285	0	0	0	0	0	0	0	0	0	0	0	0.045636725	0.03054397	0.02582304	0.02257161	0.024729975	0.012341615	0.006261927	0.14849931	0.1755505	0	0	0	0	0	0.006716745	0.012203597	0.04355217	0.039831333	0.0934817	0.031230347	0.06461929	0.25991833	0.034142964	0	0	0	0	0	0.13885836	0.1230531	0.15259703	0.1570324	0	0	0	0	0	0.030621577	0.04226949	0	0	0.012306304	0.021903537	0	0.01984025	0	0.038611475	0	0	0	0	0	0.024233464	0	0	0	0	0	0	0	0
MS_COR5	0	0	0	0.239409805	0.38938302	0	0	0.055793315	0.083437513	0.089373715	0	0.16312096	0.19784741	0	0	0	0	0	0	0	0	0	0	0	0.08858915	0.03522458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014071453	1.4324778	0.39454374	0.2644943	0.71417606	0.37068376	0.30982253	0.33636937	0.46311253	0	0	0	0.048789967	0.035792265	0.1251056	0.10616473	0.055237323	0.008485629	0.024042973	0.06314362	0	0.13390791	0.020689978	0.059226815	0.033625137	0.01764012	0.10929436	0.02321154	0.12894782	0.07314648	0.03949633	0.08651969	0.026944298	0	0	0	0	0
MS_LAC1_2018_genome	0	0	0.304992225	0.70586752	0.64985475	0.67574115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38044104	0.032980442	0	0	0	0	0	0	0	0	0	0	0	2.0719063	31.451393	17.568665	26.164242	11.061903	2.7633898	0.017413065	0.05972815	0.23921788	0	0.07080938	0	0	0.005489782	0	0	0	0	0	0.015823359	0	0	0	0	0.02664832	0.08147256	0.026107915	0	0	0.036795106	0.021885997	0.033952266	0.03820656	0.06039749	0.04927374	0.01743035	0	0
MS_LAC2_2018_genome	0	0	0	0.109819803	0.075076348	0.68771678	0	0	0	0	0	0	0	0	0	0.005048884	0.034034975	0.007579	0	0.014583776	0.035202015	0	0	0	0	0	0	0.3732318	0.09431396	0.019518277	0	0	0	0	0.028741254	0	0	0	0	0	0	0.58109456	0.9975436	1.246437	2.890537	0.2390993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS_LAC3_2018_genome	0	0	0.118899888	1.0709157	0.259817775	0.26453742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11335741	0.03620582	0.014612834	0	0	0	0	0	0	0	0	0	0	0	0.07488979	0.04654413	1.0534265	3.5845687	0	0	0	0	0	0.36508423	0.046240587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS_LAC5_1	0	0	1.207840425	0.7351059	0.19136753	0.050989255	0	0	0	0	0	0	0	0	0.003419126	0.003121299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07046784	3.9208531	0.7173111	0.9133669	0.2888914	3.6731222	0.233849	0.35815218	0.718308	0	0.09776591	1.4205896	0.33056664	0.02774539	0.013044139	0.1657717	0	0	0	0.002993847	0	0	0	0	0	0.047966022	0.02063912	0.008077313	0.014569167	0.045349304	0.021265049	0	0.005802915	0	0	0.006153787	0	0
MS_LCO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49536625	0	0	0	0	4.369617	1.2094009	1.1641718	1.136453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_DM_ACET1_1	0	0	0.055760529	2.48590745	3.662017	3.3806672	0	0	0	0	0	0	0	0	0	0	0	0	0.011570441	0.03310494	0.011609989	0	0.007266502	0.012748119	0.005352568	0.00320814	0	0.2606404	0.1856552	0.085415885	0	0.010528753	0.009512385	0.012421584	0.016379128	0.17768706	0.16074692	0.71894383	0.14473785	0.07735481	0	0	0	0	0	0	0	0	0	0	0.08341908	0.13816825	0.3312296	0.0599287	0.58829653	0	0.20589206	0	0.09206252	0.11486366	0	0.35108733	0	0.52900827	0.019003248	0.15691343	0.13062344	0.33586648	0.36465877	0.03463597	0.04624354	0.024273498	0.052541416	0.38464132	0.16143553	0.1314784	0.03210345	0.052662216
UW_DM_ATO2_1	0	0	0	11.2884185	22.550214	9.1817145	0	0	0	0	0	0	0	0	0	0	0	0.07419418	0.043333407	0.03541598	0.03039354	0.029398229	0.014353962	0.007076168	0.17920107	0.4491265	0	0	0	0	0	0.010997188	0.020945756	0.064372905	0.058949735	0.12239728	0.038734354	0.08173833	0.30363023	0.041364234	0	0	0	0	0	0.10365056	0.07157376	0.091931336	0.104015365	0	0	0	0	0.003128693	0.036613725	0.048459385	0	0	0.014185254	0.025885044	0.009756048	0.023601541	0	0.044896618	0	0	0	0	0	0.02939612	0	0	0.002852485	0	0	0	0	0
UW_DM_BIF1_1	0	0	0	0.016782952	0.090524465	1.6243134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09678132	0.04410286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_DM_CLOS2_1	0	0	0	4.69753505	2.01673025	2.95315635	0	0	0	0	0	0	0	0	0	0	0	0	0.012458563	0	0.17813578	0.21817812	0.11962254	0.03910969	0.10415646	0.08358893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06562316	0	0	0	0	0	0	0.16595273	0.05710537	0.030225867	0	0.025163464	0	0
UW_DM_LAC2_1	0	0	0.051628479	0.602364075	0.70740295	1.49770335	0	0	0	0	0	0	0	0	0	0	0	0.002703564	0.004042397	0.07596007	0.07678927	0.048925146	0.2289859	0.004934224	0.023431865	0.00508898	0	0.18050225	0.02375746	0.015625145	0	0.023041483	0.052716747	0.1021307	0.3336754	0.530315	0.1077095	0.19199173	0.023592152	0	0	0	0.060251646	0.08689624	0.097834304	0.16362616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_DM_LAC3_1	0	0	0.065045688	0.45392179	0.020950533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12657204	0	0	0	0.009169222	0	0	0	0.030581445	0.003938884	0.35894898	2.6712298	0.03526688	0.32208306	1.5798339	0.05647968	0	0.008829515	0.19373891	0.078230165	0.003318865	0	0	0.025558904	0.2258996	0.23260908	0.06145299	0.13724694	0.3940711	0.14124694	0.017720487	0.012075619	0.041837398	0.015574272	0.03795101	0.04178607	0.0871771
UW_DM_LENLAC1_1	0	0	0	0.016296252	0.212690355	2.88585735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004789856	0	0	0	0	0	0	0.17988333	0.04960149	0.010886422	0	0	0	0	0	0	0	0	0	0	0	0.08688332	0.14593114	0.16935565	0.42577672	0.036396444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_DM_LIGLAC1_1	0	0	0	0.008151364	0.013296883	1.74076435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002436995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_ACT1_1	0	0	0	4.64850535	4.88108345	2.45998715	0	0.028626988	0.010801403	0.02594798	0	0.14416929	0.21428306	0.112096467	0.6559278	5.8328214	6.8320613	4.25161	0.50082886	0.13079695	0.004993201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_ATO3_1	0	0	0	0	0	0	0	0.1585272	0.09504368	1.5005709	25.35076133	35.182583	52.929462	61.4703845	58.295666	54.84807	37.92105	50.26425	22.476023	22.155273	21.238968	17.26375	0.61793816	0.12973854	20.370275	26.3730565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05462106	0	0	0	0	0	0	0	0	0	0	0	0.011659701	0	0.04845956	0.048096925	0.016090285	0	0.013536973	0.030457059	0	0.040424265	0	0.015903648	0.011924511	0	0.01935922	0.00427363	0.012134588	0.32436195	0.021362567	0	0.004268351	0	0	0	0	0
UW_MP_ATO6_1	0	0	0	0	0	0	0	0.68066144	0.495319427	13.904153	9.16431	2.4001048	1.4586931	0.202613535	1.2091391	1.1956767	0.86424166	1.1839371	0.6145756	0.31478664	0.3074879	0.24737863	0	0	0.33639118	0.248224065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23573864	0	0	0	0	0	0	0	0	0	0	0	0.04611715	0.46667996	0.23477848	0.23440777	0.08173253	0.01045807	0.0675341	0.17303549	0.15600853	0.22776458	0.106595215	0.084893525	0.058362663	0.003431077	0.09947643	0.023876617	0.071312256	1.4012054	0.082949124	0.016865315	0.022252578	0	0	0	0	0
UW_MP_BACTE2_1	0	0	0	0	0	0	0	0	0	0	0.038552366	0.060326315	0.011684712	0	0	0	0	1.2990011	0.41018236	0.1813919	4.9482393	1.2099999	0.003807115	0	1.8821388	2.7097654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BACTE5_1	0	0	0	0	0	0	0	0.1075757	3.382168167	5.7889194	4.412095433	3.6295192	0.58672166	0	0.003585166	0	0	0.005984732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043304306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BIF12_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17612748	0.07600075	0.06419497	0.078181212	0.47521788	0.61401427	1.2229619	1.7219546	1.69909	0.6040199	0.3023694	0.8146986	0.10952008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BIF14_1	0	0	0	0.408748165	0.011135686	0	0	0	0.001129316	0	0	0	0	0	0	0	0.01987862	0.016577823	0.02514664	0.05521893	0.4409556	0.11859826	1.9334297	6.218384	4.393221	1.32291645	0	18.292974	11.76219	6.8260417	1.29900115	1.0733947	0.74225026	1.219412	1.2591443	1.7614602	4.551093	3.9007366	2.1474793	2.2322335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BIF16_1	0	0	0	0.014090948	0	0	0	0.00359264	0	0	0	0.00791811	0.011016436	0	0.010381082	0.012986484	0.015440036	0.008344159	0.3490139	1.1536506	1.2680297	0.31032377	0.066829234	0.07630876	0.016502552	0.00390095	0	1.1729207	0.93183964	0.24320248	0	0.016275024	0.03715016	0.08757155	0.25473407	0.60936064	0.82175916	0.12189387	0.05663953	0.420315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BIF5_1	0	0	0	0.009633551	0	0	0	0.03516789	0.083081156	0.08371214	0.10457096	0.34176406	0.53062296	0.067648252	0.5909349	1.0144784	0.3483753	0.0873147	0.06882266	0.574283	0.24649511	0.18818966	0.11646628	0.4520989	0.0675566	0.018943113	0	0.33726066	0.23820743	0.08092351	0	0.011938661	0.021752674	0.045219146	0.099593745	0.25254074	0.15288745	0.13239563	0.075010434	0.3986178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BIF8_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003244446	0.006719052	0.02052892	0.027348526	0.021596141	0.025769804	0.05935496	0.01586348	0.18457814	0.66497445	3.7745833	0.516203215	0	0.11370011	0.06634792	0.03850499	0	0.00649001	0.005762449	0	0.006969199	0.023821723	0	0	0.039678723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_BURK4_1	0	0	0	0.002798579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53240824	1.3752899	0.9781592	1.7054074	0.7377175	0.81698483	0.13380936	1.1580274	0.07234274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_ENTER1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23075604	0.26355886	0.49418092	0.2931865	0.94987625	0	0	0	0	2.4352884	0.83270496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_LCO2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010382714	0.5193604	1.3548936	1.3448197	2.3246586	0.5934158	0.028890736	0.006527615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_MEG1_1	0	0	0	0	0	0	0	0.025323896	0.007034316	0.010614431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015530623	1.3030635	13.082346	14.53936675	11.583096	11.328075	3.586916	0.31193748	0.5048144	0.24917671	0.64242846	0.33874628	0.021934032	0.009710307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_MEG3_1	0	0	0	0	0	0	0.002680717	0.173104	0.091924717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003716672	0.37850654	2.4330058	2.0552847	0.462267115	1.1828449	0.7943687	0.30719697	0.057553377	0.11401507	0.11289887	0.06175836	0.44267347	0.10735143	0.011122246	0	0	0	0	0	0	0	0	0	0.003444257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_OSCL3_1	0	0	0	0	0	0	0	0	0.51951642	1.4212606	0.161793217	0.07861707	0.016922694	0	0	0	0	0.002203185	0.00434675	0.004847098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003012573	0.00688944	0	0	0.015115012	0.004268427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_MP_STREP1_1	0	0	0	0	0	0	0.013545947	0.11185447	0.01409682	0.020742675	0.041258953	0.21914738	0.10025979	0	0.04699201	0.22798145	0.1888328	0.035601925	0.031736225	0.63703066	0.21691494	0.0868944	0.006737004	0	0	0	0.004801381	0.4433373	0.8978543	0.21819773	0	0.11916565	0.002872126	0	0.06384817	0.05547553	0.19069503	0.0824048	0.035162225	0.003458996	0	0	0	0	0	0	0	0	0	0.009471339	0.022272972	10.297713	0.08781115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UW_TS_ACET6_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017406777	0.020271193	0.02520545	0	0.006618577	0.013935889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006688512	0	0	0	0	0	0	0	0	0	0	0.22699708	0.104852205	0.14658424	0	0.08911314	0.017809952	1.7655104	0.046706688	0.94126815	0	0	0	0.10435017	13.917441	9.79117	16.963387	22.096235
UW_TS_LACCAS2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2076774	1.6093085	0.056877207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2111497	0	0.001845064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
